City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain,Snow
North Augusta,US,33.5,-81.97,93.2,41,20,4.7,few clouds,0.0,0
Limbang,MY,4.75,115.0,78.01,100,75,1.12,light rain,0.0,0
Klyuchi,RU,52.27,79.17,64.09,78,71,2.08,broken clouds,0.0,0
Mogadishu,SO,2.04,45.34,78.31,79,100,19.53,overcast clouds,0.0,0
Alappuzha,IN,9.49,76.33,79.34,85,100,6.62,light rain,0.33,0
Karratha,AU,-20.74,116.85,71.22,32,4,18.7,clear sky,0.0,0
Undory,RU,54.61,48.39,71.6,73,63,4.47,light rain,0.27,0
Somerset West,ZA,-34.08,18.82,50.0,87,14,3.36,few clouds,0.0,0
Sola,VU,-13.88,167.55,77.0,88,90,9.17,overcast clouds,0.0,0
Komsomolskiy,UZ,40.43,71.72,73.4,38,22,2.24,few clouds,0.0,0
Kodigenahalli,IN,13.72,77.39,69.8,100,75,8.05,broken clouds,0.0,0
Emirdag,TR,39.02,31.15,77.09,34,21,2.82,few clouds,0.0,0
Forbes,AU,-33.38,148.02,43.0,82,54,1.01,broken clouds,0.0,0
Tisovec,SK,48.68,19.94,68.0,88,75,1.12,broken clouds,0.0,0
Lengshuitan,CN,26.41,111.6,78.03,89,100,3.15,overcast clouds,0.0,0
Weligama,LK,5.97,80.42,79.79,87,100,8.43,light rain,0.92,0
Iwanai,JP,42.97,140.51,57.67,89,3,5.61,clear sky,0.0,0
Valverde Del Camino,ES,37.58,-6.75,78.01,37,0,11.99,clear sky,0.0,0
Bilibino,RU,68.05,166.44,50.38,65,12,7.45,few clouds,0.0,0
Bardiyah,LY,31.76,25.09,75.56,78,0,11.81,clear sky,0.0,0
Cockburn Town,TC,21.46,-71.14,86.0,70,40,9.17,scattered clouds,0.0,0
Katobu,ID,-4.94,122.53,73.27,91,70,5.28,broken clouds,0.0,0
Alofi,NU,-19.06,-169.92,71.6,83,100,11.41,overcast clouds,0.0,0
Talnakh,RU,69.49,88.4,60.8,55,27,13.42,scattered clouds,0.0,0
Cobija,BO,-11.03,-68.77,84.81,42,0,3.6,clear sky,0.0,0
Polovinnoye,RU,54.79,65.99,54.14,87,76,4.5,broken clouds,0.0,0
Saint-Augustin,CA,51.23,-58.65,55.94,62,74,11.99,broken clouds,0.0,0
Polunochnoye,RU,60.87,60.42,54.84,93,82,2.01,broken clouds,0.0,0
Albury,AU,-36.08,146.92,39.2,86,7,6.93,clear sky,0.0,0
Korla,CN,41.76,86.15,89.01,48,83,3.0,broken clouds,0.0,0
Caravelas,BR,-17.71,-39.25,80.38,65,53,8.01,broken clouds,0.0,0
Wanning,CN,18.8,110.4,82.08,88,100,10.65,light rain,0.13,0
Havoysund,NO,71.0,24.66,50.0,71,23,11.41,few clouds,0.0,0
Russell,US,32.35,-85.2,91.99,62,75,5.82,thunderstorm,0.0,0
Hisar,IN,29.17,75.72,104.61,22,1,3.85,clear sky,0.0,0
Funtua,NG,11.52,7.31,78.21,78,66,12.5,heavy intensity rain,5.98,0
Kaeo,NZ,-35.1,173.78,48.99,3,0,1.01,clear sky,0.0,0
Cervo,ES,43.67,-7.41,64.99,76,20,10.0,few clouds,0.0,0
Cassilandia,BR,-19.11,-51.73,76.98,41,0,3.69,clear sky,0.0,0
Byron Bay,AU,-28.65,153.62,57.2,76,42,12.75,scattered clouds,0.0,0
Karpushikha,RU,57.5,59.9,55.78,92,19,2.8,few clouds,0.0,0
Iqaluit,CA,63.75,-68.51,50.0,66,75,6.93,broken clouds,0.0,0
Spornoye,RU,50.84,37.29,80.6,47,0,6.71,clear sky,0.0,0
Murray Bridge,AU,-35.12,139.27,46.0,95,73,4.0,broken clouds,0.0,0
Baghdad,IQ,33.34,44.4,95.0,20,0,3.36,clear sky,0.0,0
Saint Marys,US,30.73,-81.55,88.0,89,1,11.41,clear sky,0.0,0
Krasnoarmeysk,RU,51.02,45.7,71.22,57,1,2.55,clear sky,0.0,0
Redlands,US,34.06,-117.18,87.01,17,5,5.88,clear sky,0.0,0
Ankola,IN,14.67,74.3,78.49,82,97,7.05,overcast clouds,0.0,0
Kivioli,EE,59.35,26.97,59.92,71,47,1.36,scattered clouds,0.0,0
Viedma,AR,-40.81,-63.0,53.64,47,93,16.4,overcast clouds,0.0,0
Kolobrzeg,PL,54.18,15.58,64.99,66,67,2.15,broken clouds,0.0,0
Yerbogachen,RU,61.28,108.01,53.01,68,53,1.86,broken clouds,0.0,0
Kendari,ID,-3.94,122.5,73.8,94,100,3.78,light rain,0.12,0
